"574025194",140.75,140.74375000000001,140.74687499999999,38.183333333,38.179166666999997,38.181249999999999,"04","04104"
"574025292",140.75,140.74375000000001,140.74687499999999,38.1875,38.183333333,38.185416666999998,"04","04104"
"574025294",140.75,140.74375000000001,140.74687499999999,38.191666667,38.1875,38.189583333000002,"04","04104"
"574025392",140.75,140.74375000000001,140.74687499999999,38.195833333000003,38.191666667,38.193750000000001,"04","04104"
"574025394",140.75,140.74375000000001,140.74687499999999,38.200000000000003,38.195833333000003,38.197916667000001,"04","04104"
"574025491",140.74375000000001,140.73750000000001,140.74062499999999,38.204166667000003,38.200000000000003,38.202083332999997,"04","04104"
"574025492",140.75,140.74375000000001,140.74687499999999,38.204166667000003,38.200000000000003,38.202083332999997,"04","04104"
"574025493",140.74375000000001,140.73750000000001,140.74062499999999,38.208333332999999,38.204166667000003,38.206249999999997,"04","04104"
"574025494",140.75,140.74375000000001,140.74687499999999,38.208333332999999,38.204166667000003,38.206249999999997,"04","04104"
"574025583",140.73124999999999,140.72499999999999,140.72812500000001,38.216666666999998,38.212499999999999,38.214583333,"04","04104"
"574025584",140.73750000000001,140.73124999999999,140.734375,38.216666666999998,38.212499999999999,38.214583333,"04","04104"
"574025591",140.74375000000001,140.73750000000001,140.74062499999999,38.212499999999999,38.208333332999999,38.210416666999997,"04","04104"
"574025592",140.75,140.74375000000001,140.74687499999999,38.212499999999999,38.208333332999999,38.210416666999997,"04","04104"
"574025593",140.74375000000001,140.73750000000001,140.74062499999999,38.216666666999998,38.212499999999999,38.214583333,"04","04104"
"574025594",140.75,140.74375000000001,140.74687499999999,38.216666666999998,38.212499999999999,38.214583333,"04","04104"
"574025662",140.71250000000001,140.70625000000001,140.70937499999999,38.220833333000002,38.216666666999998,38.21875,"04","04104"
"574025663",140.70625000000001,140.69999999999999,140.703125,38.225000000000001,38.220833333000002,38.222916667,"04","04104"
"574025664",140.71250000000001,140.70625000000001,140.70937499999999,38.225000000000001,38.220833333000002,38.222916667,"04","04104"
"574025671",140.71875,140.71250000000001,140.71562499999999,38.220833333000002,38.216666666999998,38.21875,"04","04104"
"574025672",140.72499999999999,140.71875,140.72187500000001,38.220833333000002,38.216666666999998,38.21875,"04","04104"
"574025673",140.71875,140.71250000000001,140.71562499999999,38.225000000000001,38.220833333000002,38.222916667,"04","04104"
"574025674",140.72499999999999,140.71875,140.72187500000001,38.225000000000001,38.220833333000002,38.222916667,"04","04104"
"574025681",140.73124999999999,140.72499999999999,140.72812500000001,38.220833333000002,38.216666666999998,38.21875,"04","04104"
"574025682",140.73750000000001,140.73124999999999,140.734375,38.220833333000002,38.216666666999998,38.21875,"04","04104"
"574025683",140.73124999999999,140.72499999999999,140.72812500000001,38.225000000000001,38.220833333000002,38.222916667,"04","04104"
"574025684",140.73750000000001,140.73124999999999,140.734375,38.225000000000001,38.220833333000002,38.222916667,"04","04104"
"574025691",140.74375000000001,140.73750000000001,140.74062499999999,38.220833333000002,38.216666666999998,38.21875,"04","04104"
"574025692",140.75,140.74375000000001,140.74687499999999,38.220833333000002,38.216666666999998,38.21875,"04","04104"
"574025693",140.74375000000001,140.73750000000001,140.74062499999999,38.225000000000001,38.220833333000002,38.222916667,"04","04104"
"574025694",140.75,140.74375000000001,140.74687499999999,38.225000000000001,38.220833333000002,38.222916667,"04","04104"
"574025742",140.6875,140.68125000000001,140.68437499999999,38.229166667000001,38.225000000000001,38.227083333000003,"04","04104"
"574025743",140.68125000000001,140.67500000000001,140.67812499999999,38.233333332999997,38.229166667000001,38.231250000000003,"04","04104"
"574025744",140.6875,140.68125000000001,140.68437499999999,38.233333332999997,38.229166667000001,38.231250000000003,"04","04104"
"574025751",140.69374999999999,140.6875,140.69062500000001,38.229166667000001,38.225000000000001,38.227083333000003,"04","04104"
"574025752",140.69999999999999,140.69374999999999,140.69687500000001,38.229166667000001,38.225000000000001,38.227083333000003,"04","04104"
"574025753",140.69374999999999,140.6875,140.69062500000001,38.233333332999997,38.229166667000001,38.231250000000003,"04","04104"
"574025754",140.69999999999999,140.69374999999999,140.69687500000001,38.233333332999997,38.229166667000001,38.231250000000003,"04","04104"
"574025761",140.70625000000001,140.69999999999999,140.703125,38.229166667000001,38.225000000000001,38.227083333000003,"04","04104"
"574025762",140.71250000000001,140.70625000000001,140.70937499999999,38.229166667000001,38.225000000000001,38.227083333000003,"04","04104"
"574025763",140.70625000000001,140.69999999999999,140.703125,38.233333332999997,38.229166667000001,38.231250000000003,"04","04104"
"574025764",140.71250000000001,140.70625000000001,140.70937499999999,38.233333332999997,38.229166667000001,38.231250000000003,"04","04104"
"574025771",140.71875,140.71250000000001,140.71562499999999,38.229166667000001,38.225000000000001,38.227083333000003,"04","04104"
"574025772",140.72499999999999,140.71875,140.72187500000001,38.229166667000001,38.225000000000001,38.227083333000003,"04","04104"
"574025773",140.71875,140.71250000000001,140.71562499999999,38.233333332999997,38.229166667000001,38.231250000000003,"04","04104"
"574025774",140.72499999999999,140.71875,140.72187500000001,38.233333332999997,38.229166667000001,38.231250000000003,"04","04104"
"574025781",140.73124999999999,140.72499999999999,140.72812500000001,38.229166667000001,38.225000000000001,38.227083333000003,"04","04104"
"574025782",140.73750000000001,140.73124999999999,140.734375,38.229166667000001,38.225000000000001,38.227083333000003,"04","04104"
"574025783",140.73124999999999,140.72499999999999,140.72812500000001,38.233333332999997,38.229166667000001,38.231250000000003,"04","04104"
"574025784",140.73750000000001,140.73124999999999,140.734375,38.233333332999997,38.229166667000001,38.231250000000003,"04","04104"
"574025791",140.74375000000001,140.73750000000001,140.74062499999999,38.229166667000001,38.225000000000001,38.227083333000003,"04","04104"
"574025792",140.75,140.74375000000001,140.74687499999999,38.229166667000001,38.225000000000001,38.227083333000003,"04","04104"
"574025793",140.74375000000001,140.73750000000001,140.74062499999999,38.233333332999997,38.229166667000001,38.231250000000003,"04","04104"
"574025794",140.75,140.74375000000001,140.74687499999999,38.233333332999997,38.229166667000001,38.231250000000003,"04","04104"
"574025824",140.66249999999999,140.65625,140.65937500000001,38.241666666999997,38.237499999999997,38.239583332999999,"04","04104"
"574025832",140.67500000000001,140.66874999999999,140.671875,38.237499999999997,38.233333332999997,38.235416667000003,"04","04104"
"574025834",140.67500000000001,140.66874999999999,140.671875,38.241666666999997,38.237499999999997,38.239583332999999,"04","04104"
"574025841",140.68125000000001,140.67500000000001,140.67812499999999,38.237499999999997,38.233333332999997,38.235416667000003,"04","04104"
"574025842",140.6875,140.68125000000001,140.68437499999999,38.237499999999997,38.233333332999997,38.235416667000003,"04","04104"
